,expense_per_sqft,gross_income_per_sqft,market_value_per_sqft,neighborhood,bbl
12769,6.24,12.8,57.66,BUSHWICK,3033680028
12772,6.25,10.61,33.96,BROWNSVILLE,3036020009
12773,7.03,8.65,64.59,BROWNSVILLE,3035900050
12775,6.57,11.06,44.28,EAST NEW YORK,3037760001
12777,10.78,20.52,78.8,EAST NEW YORK,3038260050
12778,7.06,14.0,32.33,EAST NEW YORK,3042490021
12786,3.99,9.04,55.79,FLATBUSH-EAST,3049180025
12789,4.63,8.48,58.0,FLATBUSH-NORTH,3048530022
12791,5.07,12.84,39.91,FLATBUSH-CENTRAL,3050650095
12793,6.89,13.74,28.67,FLATBUSH-CENTRAL,3050520059
12795,8.01,13.5,17.61,FLATBUSH-CENTRAL,3050520011
12799,10.24,16.8,71.88,FLATBUSH-CENTRAL,3050740045
12800,6.62,15.38,61.5,FLATBUSH-CENTRAL,3050700001
12805,5.81,10.67,33.9,FLATBUSH-CENTRAL,3050830086
12812,6.9,13.36,46.71,FLATBUSH-CENTRAL,3051200018
12813,7.53,15.59,34.09,FLATBUSH-CENTRAL,3051670033
12814,7.9,15.82,26.19,OCEAN PARKWAY-NORTH,3053720010
12816,6.85,12.63,48.25,FLATBUSH-CENTRAL,3051840006
12821,6.71,14.48,43.11,FLATBUSH-CENTRAL,3051610022
12827,6.01,11.1,37.59,FLATBUSH-CENTRAL,3052190001
12828,5.96,9.23,18.59,BENSONHURST,3068540070
12829,4.76,12.49,45.18,FLATBUSH-CENTRAL,3052330015
12830,5.35,10.93,30.31,FLATBUSH-CENTRAL,3052340037
12831,6.93,11.0,31.01,FLATBUSH-CENTRAL,3052400011
12832,4.99,10.55,44.04,FLATBUSH-CENTRAL,3052410018
12833,5.67,10.53,32.22,MIDWOOD,3075480029
12838,4.88,10.32,31.94,BOROUGH PARK,3009230048
12842,6.2,13.76,81.63,WINDSOR TERRACE,3052870021
12847,4.24,12.58,47.66,KENSINGTON,3053280079
12848,8.98,17.5,60.18,KENSINGTON,3053170011
12851,5.15,10.36,64.58,KENSINGTON,3053380081
12856,6.38,14.16,52.76,KENSINGTON,3053290001
12863,3.07,7.78,58.3,KENSINGTON,3053300024
12865,6.06,13.39,70.02,FLATBUSH-CENTRAL,3050710006
12866,5.45,13.58,53.03,KENSINGTON,3053400022
12875,5.64,14.07,21.6,BOROUGH PARK,3056290070
12877,5.01,10.69,43.71,OCEAN PARKWAY-NORTH,3053920027
12884,5.33,12.64,50.0,FLATBUSH-CENTRAL,3052370041
12888,5.8,11.7,57.19,OCEAN PARKWAY-NORTH,3054120024
12896,5.45,12.02,26.66,MIDWOOD,3075500068
12898,3.59,9.32,41.91,BOROUGH PARK,3054420006
12901,6.09,12.88,30.3,BOROUGH PARK,3055500012
12909,6.3,15.23,30.74,BOROUGH PARK,3056060029
12910,7.34,14.73,38.2,BOROUGH PARK,3056110016
12913,4.63,10.72,31.52,BOROUGH PARK,3056570048
12917,5.66,15.01,28.78,BOROUGH PARK,3057370058
12920,6.78,14.37,58.94,MIDWOOD,3076110073
12921,4.83,16.49,97.65,BUSH TERMINAL,3008210005
12924,5.48,12.61,31.88,BAY RIDGE,3058700044
12938,4.1,13.29,59.54,BAY RIDGE,3059270024
12945,6.82,16.72,42.26,BAY RIDGE,3059390017
12950,7.12,19.56,66.67,BAY RIDGE,3060680022
12955,11.38,20.92,77.31,BAY RIDGE,3060440054
12964,6.08,19.08,80.25,BAY RIDGE,3061070033
12968,6.67,14.62,52.09,BAY RIDGE,3061150032
12971,8.51,19.34,47.41,BAY RIDGE,3061240005
12972,4.21,15.82,66.14,BAY RIDGE,3061200029
12980,6.27,12.93,49.39,BAY RIDGE,3061310024
12986,6.6,19.15,49.49,BAY RIDGE,3060600049
12989,5.58,12.33,59.96,BATH BEACH,3063780019
12991,5.54,10.91,32.99,BATH BEACH,3063730012
12992,4.35,9.91,47.53,BENSONHURST,3062870036
12994,6.3,13.23,50.35,BATH BEACH,3063700023
13001,5.09,13.66,61.09,CROWN HEIGHTS,3013930053
13002,4.18,11.25,35.44,BATH BEACH,3064400039
13004,8.21,15.5,69.29,BATH BEACH,3063970068
13007,5.41,13.13,53.07,OCEAN PARKWAY-NORTH,3065420070
13019,6.87,15.97,66.76,OCEAN PARKWAY-NORTH,3065680015
13020,4.73,10.52,62.91,MIDWOOD,3067370064
13024,6.17,11.72,34.08,GRAVESEND,3066260043
13026,6.27,13.13,46.34,OCEAN PARKWAY-NORTH,3065870017
13027,8.44,18.04,78.31,CROWN HEIGHTS,3012820036
13028,6.52,14.25,41.5,GRAVESEND,3066060021
13029,3.52,10.74,39.98,GRAVESEND,3065750007
13030,5.86,12.38,48.29,GRAVESEND,3065970045
13031,7.4,18.18,76.25,GRAVESEND,3066530034
13032,5.59,12.31,36.79,OCEAN PARKWAY-SOUTH,3066630063
13033,4.97,11.34,38.26,GRAVESEND,3066540001
13045,5.25,11.28,32.22,MIDWOOD,3067480045
13059,6.83,16.3,50.78,MIDWOOD,3067700001
13068,9.25,21.79,40.33,MADISON,3067980086
13069,5.5,10.42,23.53,MADISON,3067960059
13076,5.55,12.18,38.09,MIDWOOD,3067670001
13077,5.07,11.5,45.27,MADISON,3072990057
13078,4.35,11.04,103.06,MADISON,3067710037
13090,4.94,11.21,36.05,FLATBUSH-EAST,3075770006
13094,2.3,6.31,53.2,FLATBUSH-EAST,3076300027
13096,5.31,9.32,42.02,MIDWOOD,3076740030
13100,6.81,12.36,41.14,FLATBUSH-EAST,3078130106
13101,5.25,11.97,39.12,FLATBUSH-EAST,3050000200
13108,7.25,17.55,62.29,SUNNYSIDE,4002070001
13113,5.44,14.03,105.01,SUNNYSIDE,4001320067
13115,7.6,16.31,87.43,SUNNYSIDE,4001530033
13117,6.88,19.47,56.73,SUNNYSIDE,4001690021
13126,8.64,16.12,84.12,SUNNYSIDE,4001710061
13128,5.61,14.28,57.12,SUNNYSIDE,4001960012
13132,5.93,12.86,57.53,SUNNYSIDE,4001990032
13135,7.61,18.4,62.38,ASTORIA,4005680001
13136,6.96,15.83,46.21,ASTORIA,4005500029
13137,7.26,18.81,44.47,ASTORIA,4005790074
13138,6.44,12.64,99.9,ASTORIA,4005670007
13139,3.73,20.53,169.1,ASTORIA,4005730059
13140,7.41,16.25,65.04,ASTORIA,4006320075
13143,7.16,14.06,74.54,ASTORIA,4006840073
13145,6.65,16.64,58.7,ASTORIA,4005780013
13147,5.74,14.4,77.32,ELMHURST,4014900018
13150,7.56,17.91,33.91,JACKSON HEIGHTS,4014320056
13154,8.17,18.46,91.73,WOODSIDE,4013390028
13155,7.35,15.86,90.74,WOODSIDE,4012290055
13156,6.08,13.8,63.55,WOODSIDE,4013140017
13157,5.87,11.63,81.52,SUNNYSIDE,4001860001
13160,5.83,13.58,103.34,JACKSON HEIGHTS,4012640047
13225,6.83,15.49,72.15,JACKSON HEIGHTS,4012910032
13230,6.83,15.49,72.15,JACKSON HEIGHTS,4012910034
13241,5.46,12.52,99.54,JACKSON HEIGHTS,4012900049
13246,6.82,13.67,75.45,JACKSON HEIGHTS,4012920063
13249,6.11,12.12,88.59,ELMHURST,4013040057
13250,6.2,14.33,86.21,WOODSIDE,4013070023
13265,7.31,18.05,78.53,JACKSON HEIGHTS,4014310035
13272,6.98,13.9,56.27,REGO PARK,4021130034
13280,6.77,13.53,54.19,JACKSON HEIGHTS,4014460033
13283,7.27,13.73,28.32,ELMHURST,4015650006
13289,8.87,15.82,68.57,JACKSON HEIGHTS,4014730033
13290,6.21,12.1,63.56,JACKSON HEIGHTS,4014680001
13309,5.85,14.15,62.39,JACKSON HEIGHTS,4014610035
13314,7.13,13.9,84.86,ELMHURST,4015040062
13317,6.85,15.22,78.49,ELMHURST,4014960056
13325,5.95,11.97,65.37,ELMHURST,4015180050
13327,5.33,10.67,92.02,WOODSIDE,4013010010
13339,7.31,15.12,68.57,ELMHURST,4015180044
13351,6.82,15.41,70.52,FOREST HILLS,4021210051
13365,7.13,15.26,53.96,REGO PARK,4030840020
13385,7.65,15.88,89.06,FOREST HILLS,4032340051
13387,8.05,14.93,45.93,FOREST HILLS,4022130001
13404,6.93,14.63,69.46,CORONA,4017820005
13421,6.36,15.02,100.87,REGO PARK,4031040092
13431,5.83,13.32,54.77,FLUSHING-SOUTH,4067120001
13433,7.19,15.86,87.82,FOREST HILLS,4022210006
13458,6.88,14.5,35.68,REGO PARK,4031170001
13460,6.87,15.81,44.83,REGO PARK,4030790086
13463,7.75,16.78,37.38,REGO PARK,4031000033
13468,9.59,16.82,76.47,REGO PARK,4031040070
13474,9.72,18.44,71.12,ELMHURST,4015540011
13499,5.5,16.19,90.41,GLENDALE,4038730028
13511,9.38,19.18,88.02,FOREST HILLS,4032580042
13522,6.85,15.92,74.63,FOREST HILLS,4022650086
13524,6.96,15.73,45.72,FOREST HILLS,4022370033
13535,6.15,17.35,107.25,FOREST HILLS,4022650067
13536,5.41,13.43,38.6,KEW GARDENS,4033290067
13539,7.28,17.64,66.14,KEW GARDENS,4033530001
13557,6.73,15.51,57.65,COLLEGE POINT,4042290012
13558,6.55,14.25,31.56,FLUSHING-NORTH,4052630010
13581,8.08,21.53,80.94,FLUSHING-NORTH,4050550016
13594,6.23,14.65,95.94,FLUSHING-NORTH,4049940078
13603,6.51,11.23,67.63,FLUSHING-NORTH,4051820015
13605,6.58,13.37,75.95,FLUSHING-NORTH,4051800059
13608,6.31,13.71,45.96,FLUSHING-NORTH,4051830020
13609,6.63,15.86,73.04,FLUSHING-NORTH,4050250070
13612,6.74,15.29,40.6,FLUSHING-NORTH,4050490032
13615,5.54,13.47,58.26,FLUSHING-NORTH,4051020029
13623,6.13,14.58,84.09,FLUSHING-NORTH,4050490043
13624,5.88,14.43,58.68,FLUSHING-NORTH,4051210017
13626,7.43,17.05,82.14,FLUSHING-NORTH,4051210050
13639,6.51,14.43,46.36,FLUSHING-NORTH,4054200011
13643,5.47,13.47,41.79,FLUSHING-NORTH,4051820074
13647,6.47,14.45,78.22,FLUSHING-NORTH,4051450049
13651,7.24,13.47,34.42,FLUSHING-NORTH,4052950034
13652,6.46,13.87,35.18,FLUSHING-NORTH,4053100026
13656,5.34,11.77,34.34,FLUSHING-NORTH,4053070006
13658,7.93,14.43,41.49,FLUSHING-NORTH,4052950050
13659,8.15,15.38,66.8,FLUSHING-NORTH,4053550008
13672,5.84,13.57,55.43,FLUSHING-NORTH,4051850037
13683,7.09,14.12,46.22,BAYSIDE,4062410020
13690,7.21,20.22,96.59,BAYSIDE,4058650112
13692,5.14,15.61,77.07,FLUSHING-NORTH,4050260024
13700,9.77,19.23,100.65,BAYSIDE,4062260006
13706,8.55,18.4,74.94,BAYSIDE,4063080001
13740,6.93,15.18,92.92,FLUSHING-SOUTH,4067600053
13746,6.5,18.7,35.51,JAMAICA,4097530015
13748,9.92,21.49,96.92,CORONA,4019560029
13749,13.18,21.44,103.89,ASTORIA,4006250018
13751,7.4,16.87,82.63,ASTORIA,4006860025
13756,7.57,16.67,46.21,BAYSIDE,4062270330
13764,8.26,20.64,90.83,FRESH MEADOWS,4071170002
13767,10.6,20.84,46.46,BAYSIDE,4074520033
13788,5.61,13.26,131.79,DOUGLASTON,4080920033
13800,10.11,19.63,61.59,FLORAL PARK,4088230026
13841,5.61,12.99,52.3,JAMAICA,4096830017
13844,7.89,17.87,78.24,BRIARWOOD,4097120161
13850,6.31,14.48,82.31,BRIARWOOD,4096600135
13860,5.78,13.42,23.16,JAMAICA,4096790200
13862,5.9,14.06,62.88,JAMAICA HILLS,4098490130
13863,7.64,14.88,69.8,JAMAICA,4098190003
13870,5.36,12.15,37.46,JAMAICA,4098170001
13871,5.25,13.88,31.89,JAMAICA,4097620058
13873,7.11,13.32,65.43,JAMAICA ESTATES,4098840001
13875,6.66,15.59,62.75,JAMAICA,4098440005
13876,6.79,15.23,58.65,JAMAICA,4096860010
13877,5.65,15.09,62.5,HOLLIS,4108210060
13878,7.79,18.54,79.55,JAMAICA ESTATES,4099370025
13880,7.07,14.68,78.0,HOLLIS,4103620043
13882,9.47,18.36,55.82,HOLLIS,4108210046
13886,8.27,17.45,70.27,HOLLISWOOD,4105910001
13889,5.24,11.97,63.66,RICHMOND HILL,4095230051
13895,8.79,17.15,55.34,FAR ROCKAWAY,4155620001
13898,5.13,10.78,47.3,CLOVE LAKES,5002400003
13899,6.58,12.06,38.09,ROSEBANK,5028290094
13904,6.34,12.4,56.84,WEST NEW BRIGHTON,5000910017
13908,9.54,15.91,66.5,LIVINGSTON,5001380258
13910,7.4,14.87,49.93,STAPLETON,5005570004
13914,5.57,13.67,50.51,STAPLETON,5005190007
13916,8.62,13.71,46.57,GREAT KILLS-BAY TERRACE,5046980019
13917,8.88,16.43,76.08,GREAT KILLS-BAY TERRACE,5050150016
13918,6.1,13.02,60.28,GREAT KILLS-BAY TERRACE,5050160005
13919,7.13,39.21,155.01,FINANCIAL,1000550014
13923,10.7,20.67,149.66,CHINATOWN,1001980126
13926,11.47,34.31,219.01,FINANCIAL,1000260021
13933,12.03,36.45,197.39,GRAMERCY,1008740073
13935,20.98,51.18,241.6,CIVIC CENTER,1001750033
13937,10.73,20.84,75.96,CHINATOWN,1002030010
13938,18.0,46.53,228.31,SOHO,1005030045
13939,12.84,38.78,206.8,FINANCIAL,1000260014
13941,15.88,42.74,96.67,TRIBECA,1002140006
13950,7.57,29.68,259.08,SOHO,1005030019
13961,10.59,32.95,91.78,LOWER EAST SIDE,1003090024
13968,6.49,26.47,265.75,LOWER EAST SIDE,1003480024
13970,6.09,31.13,207.55,LOWER EAST SIDE,1003480074
13972,11.78,36.39,162.22,LOWER EAST SIDE,1003480012
13974,14.25,31.7,162.27,LOWER EAST SIDE,1003440065
13975,13.66,29.58,173.84,LOWER EAST SIDE,1004210049
13978,9.21,34.27,208.33,LOWER EAST SIDE,1003500016
13986,7.46,12.55,107.84,ALPHABET CITY,1003790032
13990,15.45,36.85,174.64,LOWER EAST SIDE,1004210080
13994,10.44,31.69,323.89,ALPHABET CITY,1003790057
13997,9.47,32.24,184.6,KIPS BAY,1009210041
13998,9.5,28.71,156.06,ALPHABET CITY,1003990044
13999,12.08,35.55,183.12,ALPHABET CITY,1003870153
14002,9.53,18.22,73.95,LOWER EAST SIDE,1004080011
14005,14.17,33.64,188.33,ALPHABET CITY,1003970018
14011,11.03,21.67,90.67,EAST VILLAGE,1004340043
14012,7.69,35.01,216.05,ALPHABET CITY,1004070046
14013,10.33,20.54,77.52,KIPS BAY,1009230043
14016,10.39,24.78,117.88,EAST VILLAGE,1004530011
14020,13.7,29.5,264.78,ALPHABET CITY,1004070043
14026,5.84,13.47,69.9,ALPHABET CITY,1003970022
14028,8.09,27.23,155.49,LOWER EAST SIDE,1004220064
14031,15.53,37.25,213.66,GREENWICH VILLAGE-CENTRAL,1005570017
14034,13.95,31.48,154.37,ALPHABET CITY,1003990035
14038,11.88,44.42,145.59,EAST VILLAGE,1004420014
14039,10.92,32.35,169.41,LOWER EAST SIDE,1003550046
14040,13.09,39.22,212.73,EAST VILLAGE,1004500011
14041,12.76,28.12,252.79,LOWER EAST SIDE,1004120032
14044,13.29,33.65,271.69,EAST VILLAGE,1004460026
14046,9.46,34.8,303.98,EAST VILLAGE,1004480012
14047,9.08,41.62,189.21,EAST VILLAGE,1004480007
14048,13.34,31.61,132.46,EAST VILLAGE,1004340045
14051,12.04,29.6,204.98,EAST VILLAGE,1004520050
14052,11.16,22.15,83.23,EAST VILLAGE,1004380013
14053,12.64,40.34,182.62,ALPHABET CITY,1003870157
14054,7.15,24.06,191.13,EAST VILLAGE,1004540004
14056,13.81,46.0,165.56,EAST VILLAGE,1004540031
14061,15.5,37.21,172.86,GRAMERCY,1009050019
14062,10.35,32.21,203.69,FLATIRON,1008170055
14063,11.29,27.84,129.15,EAST VILLAGE,1004290047
14067,20.94,51.33,247.81,KIPS BAY,1009210012
14069,16.7,55.88,298.03,LOWER EAST SIDE,1003500012
14072,8.28,39.37,297.91,SOHO,1004730030
14078,10.92,46.49,262.71,LOWER EAST SIDE,1004100004
14081,18.22,47.85,279.61,GREENWICH VILLAGE-CENTRAL,1005420048
14087,10.26,38.52,144.53,SOHO,1004890035
14097,13.93,50.41,113.39,UPPER WEST SIDE (79-96),1012150029
14099,7.28,38.92,312.73,SOHO,1005030011
14101,16.52,61.04,340.83,SOHO,1005030026
14106,11.74,35.47,185.87,LITTLE ITALY,1004700019
14107,9.99,29.71,204.96,LITTLE ITALY,1004800002
14121,11.69,43.2,284.73,SOHO,1005170030
14126,14.31,40.73,211.24,GREENWICH VILLAGE-CENTRAL,1005420059
14127,11.16,50.78,305.26,SOHO,1005020002
14129,10.55,34.98,298.22,GREENWICH VILLAGE-CENTRAL,1005750011
14131,14.69,35.61,188.43,SOHO,1005170001
14134,6.75,29.21,157.96,LITTLE ITALY,1005090016
14135,17.11,48.57,254.76,GREENWICH VILLAGE-CENTRAL,1005370017
14140,8.54,17.67,36.47,LOWER EAST SIDE,1004210044
14142,16.94,52.4,287.12,GREENWICH VILLAGE-WEST,1005890029
14143,14.28,51.01,220.34,GREENWICH VILLAGE-CENTRAL,1005400036
14144,14.93,37.94,269.34,GREENWICH VILLAGE-WEST,1005820032
14145,15.96,38.95,236.3,SOHO,1004820031
14146,12.09,43.05,165.68,GREENWICH VILLAGE-CENTRAL,1005400033
14147,5.67,27.23,378.83,GREENWICH VILLAGE-CENTRAL,1005210001
14149,7.21,34.03,223.63,SOHO,1005050026
14152,17.25,44.7,236.21,SOHO,1004880014
14155,7.27,42.75,172.64,GREENWICH VILLAGE-CENTRAL,1005640011
14160,12.95,55.3,312.68,EAST VILLAGE,1004560007
14168,9.41,38.58,243.4,GREENWICH VILLAGE-CENTRAL,1005310031
14171,15.22,42.91,267.45,ALPHABET CITY,1003970063
14172,7.58,42.41,336.0,EAST VILLAGE,1004630028
14174,14.31,44.38,245.57,GRAMERCY,1008790033
14191,6.97,32.31,394.91,GREENWICH VILLAGE-CENTRAL,1005670024
14198,10.14,46.19,359.56,GREENWICH VILLAGE-CENTRAL,1005730066
14199,13.02,35.24,187.59,CHELSEA,1007410067
14205,7.3,47.8,239.88,CHELSEA,1007990030
14213,13.3,33.64,165.8,GREENWICH VILLAGE-WEST,1005270056
14218,12.44,38.68,279.36,GREENWICH VILLAGE-WEST,1005860079
14225,5.95,34.82,349.91,GREENWICH VILLAGE-CENTRAL,1005590009
14236,11.21,22.3,90.04,HARLEM-CENTRAL,1020510025
14238,13.85,51.25,269.24,GREENWICH VILLAGE-WEST,1006290044
14247,12.29,47.51,278.3,GREENWICH VILLAGE-WEST,1005930029
14249,12.87,38.51,279.52,GREENWICH VILLAGE-WEST,1006260052
14250,9.41,35.9,210.86,CHELSEA,1007690006
14252,16.01,38.93,181.27,GREENWICH VILLAGE-WEST,1006330015
14254,12.27,34.26,160.11,GREENWICH VILLAGE-CENTRAL,1005720070
14255,12.96,47.64,379.87,GREENWICH VILLAGE-WEST,1006260027
14260,12.74,46.84,239.75,GREENWICH VILLAGE-WEST,1005880076
14262,7.68,36.14,208.08,GREENWICH VILLAGE-WEST,1006200068
14264,12.81,44.19,162.01,GREENWICH VILLAGE-WEST,1006200037
14265,11.31,33.22,163.17,GREENWICH VILLAGE-WEST,1005920050
14267,18.69,46.26,340.66,GREENWICH VILLAGE-WEST,1006220067
14270,16.88,50.64,367.74,GREENWICH VILLAGE-WEST,1006100028
14275,7.46,35.45,254.05,GREENWICH VILLAGE-WEST,1006330013
14280,9.71,44.75,275.72,CHELSEA,1007410002
14281,10.36,41.94,368.78,GREENWICH VILLAGE-WEST,1006240060
14286,19.26,52.59,269.36,GREENWICH VILLAGE-WEST,1006290013
14287,15.79,46.73,249.84,GREENWICH VILLAGE-WEST,1006250012
14289,8.09,27.56,209.97,GREENWICH VILLAGE-WEST,1006300007
14293,11.97,43.1,310.18,GREENWICH VILLAGE-WEST,1006340062
14301,9.69,40.38,388.33,GREENWICH VILLAGE-WEST,1005880071
14309,14.89,40.31,213.8,CHELSEA,1007190073
14312,15.13,35.77,157.48,CHELSEA,1007670002
14316,8.3,19.99,264.69,JAVITS CENTER,1007320068
14317,11.27,43.03,259.53,GREENWICH VILLAGE-CENTRAL,1005770014
14321,12.65,28.25,121.51,CHELSEA,1007920038
14323,12.5,29.9,188.3,CHELSEA,1007900068
14326,10.92,23.98,137.19,CHELSEA,1007420048
14327,18.45,45.1,185.37,CHELSEA,1007400010
14331,9.4,30.92,224.11,GREENWICH VILLAGE-WEST,1006240041
14333,13.84,40.59,239.72,CHELSEA,1007400054
14340,7.62,33.9,219.62,CHELSEA,1007640067
14344,14.9,34.0,238.98,CHELSEA,1008000055
14345,7.01,31.51,233.54,CHELSEA,1007450020
14347,11.74,52.64,327.74,CHELSEA,1007730081
14348,19.02,50.46,283.47,CHELSEA,1007670057
14354,15.43,38.2,187.7,CHELSEA,1007210007
14359,9.85,31.59,177.33,JAVITS CENTER,1007330045
14361,12.98,25.96,152.79,FASHION,1007540012
14363,12.52,38.9,162.27,FASHION,1007620003
14366,17.78,47.53,241.31,MIDTOWN WEST,1010390032
14371,14.31,34.87,162.94,CHELSEA,1007650017
14372,12.6,54.15,332.44,CHELSEA,1007710072
14384,18.64,46.73,228.69,CHELSEA,1007700020
14392,16.34,40.71,197.75,CHELSEA,1007660055
14393,17.61,44.74,151.57,CHELSEA,1008010049
14397,13.91,31.41,146.08,CHELSEA,1007450026
14398,17.81,34.46,232.3,CHELSEA,1007750009
14405,14.53,46.14,217.0,CHELSEA,1007660052
14412,10.04,54.99,356.87,CHELSEA,1007410034
14413,13.42,34.82,139.27,CHELSEA,1007910030
14425,5.97,31.48,207.44,UPPER EAST SIDE (59-79),1014670005
14432,10.82,45.23,323.77,CHELSEA,1007220043
14442,13.81,38.31,183.5,GRAMERCY,1008820028
14450,11.06,40.98,212.42,LOWER EAST SIDE,1004200068
14453,16.9,53.04,293.76,MIDTOWN WEST,1010410019
14458,13.24,39.57,238.57,CHELSEA,1007720045
14460,14.64,48.31,276.4,GREENWICH VILLAGE-WEST,1006150036
14470,13.68,36.15,81.79,FASHION,1007790052
14471,13.51,40.21,191.28,MIDTOWN WEST,1010180054
14474,15.1,39.97,205.4,MURRAY HILL,1008940010
14491,10.46,40.71,219.15,MURRAY HILL,1008930064
14505,16.82,42.25,204.45,GRAMERCY,1008820031
14514,17.65,46.32,275.61,MURRAY HILL,1009100013
14523,13.38,39.24,208.35,MURRAY HILL,1009110001
14529,10.65,37.73,188.33,MURRAY HILL,1008940073
14537,13.15,39.44,157.5,MURRAY HILL,1008670048
14542,14.6,33.43,209.88,MIDTOWN EAST,1013190029
14552,13.67,33.66,178.93,ALPHABET CITY,1003870124
14557,10.54,34.52,220.19,KIPS BAY,1009910061
14582,14.65,36.96,176.75,ALPHABET CITY,1003940063
14585,14.3,31.53,149.23,KIPS BAY,1009310001
14587,10.93,29.83,117.5,KIPS BAY,1009340024
14588,13.85,37.53,213.74,GRAMERCY,1009080046
14589,15.19,35.92,217.64,KIPS BAY,1009400044
14592,13.84,41.37,271.15,MIDTOWN WEST,1012710027
14596,11.07,38.56,121.68,UPPER WEST SIDE (59-79),1011510017
14598,12.91,45.55,218.05,MIDTOWN WEST,1010230061
14602,12.99,39.11,230.6,MIDTOWN WEST,1010450012
14605,17.24,43.78,173.84,MIDTOWN WEST,1010350012
14606,13.34,36.86,91.49,MIDTOWN WEST,1010350058
14613,12.1,33.17,167.69,CLINTON,1010560058
14615,15.84,38.55,171.56,MIDTOWN WEST,1010010059
14622,8.35,22.24,115.46,CLINTON,1010560013
14626,13.39,40.84,215.22,CLINTON,1010580039
14627,10.45,34.49,162.59,CLINTON,1010530044
14628,13.51,33.22,106.0,CLINTON,1010540007
14630,11.07,30.72,96.81,CLINTON,1010550040
14631,7.21,19.34,90.5,CLINTON,1010660062
14633,7.11,33.72,214.3,CLINTON,1010760015
14638,15.12,36.42,239.7,CLINTON,1010580051
14641,8.87,29.58,94.11,CLINTON,1010580028
14643,7.68,10.78,123.53,CLINTON,1010800001
14646,13.86,33.75,153.44,MIDTOWN WEST,1010450050
14667,13.59,49.18,313.37,UPPER WEST SIDE (59-79),1011710148
14671,11.12,34.32,191.9,UPPER WEST SIDE (59-79),1011410048
14676,18.36,54.15,286.24,MIDTOWN WEST,1010260049
14686,12.54,47.36,278.32,UPPER WEST SIDE (59-79),1011210041
14688,11.63,35.69,268.05,UPPER WEST SIDE (59-79),1011260053
14692,14.29,41.22,175.19,UPPER WEST SIDE (59-79),1011680010
14696,8.7,42.49,237.17,MIDTOWN WEST,1010440029
14697,11.05,37.96,147.24,UPPER WEST SIDE (59-79),1011210042
14701,10.2,32.11,314.24,UPPER WEST SIDE (59-79),1011270001
14706,9.65,38.11,263.13,UPPER WEST SIDE (59-79),1011450155
14709,11.48,35.12,248.96,UPPER WEST SIDE (59-79),1011450034
14717,10.52,27.02,228.51,UPPER WEST SIDE (59-79),1011710129
14741,8.85,39.66,240.93,UPPER WEST SIDE (59-79),1011850050
14750,13.36,36.92,249.46,HARLEM-EAST,1016250016
14756,4.46,35.99,213.58,UPPER WEST SIDE (79-96),1011950062
14778,12.97,41.93,220.16,UPPER WEST SIDE (79-96),1011960019
14781,10.39,22.32,113.16,UPPER WEST SIDE (79-96),1012530048
14788,8.48,26.49,139.93,UPPER WEST SIDE (96-116),1018780036
14791,9.34,30.62,113.29,MANHATTAN VALLEY,1018360025
14799,8.83,31.24,230.85,UPPER WEST SIDE (79-96),1012120022
14801,13.53,38.93,188.41,UPPER WEST SIDE (79-96),1012120005
14802,14.99,36.64,174.47,UPPER WEST SIDE (59-79),1011680061
14803,12.67,27.04,186.42,UPPER WEST SIDE (59-79),1011430042
14806,14.45,33.35,237.64,UPPER WEST SIDE (79-96),1012300030
14811,9.53,17.02,60.73,UPPER WEST SIDE (79-96),1012130042
14814,12.92,29.0,157.53,UPPER WEST SIDE (96-116),1018690029
14822,10.07,36.86,220.16,UPPER WEST SIDE (79-96),1011960046
14824,9.49,29.74,158.96,UPPER WEST SIDE (79-96),1012210001
14839,15.04,35.72,191.18,UPPER WEST SIDE (79-96),1012390027
14847,8.86,28.29,228.46,UPPER WEST SIDE (79-96),1012270027
14861,4.08,29.49,374.0,UPPER WEST SIDE (79-96),1012130107
14870,11.93,38.66,271.44,UPPER WEST SIDE (79-96),1012480039
14873,12.87,29.76,131.84,UPPER WEST SIDE (79-96),1011990016
14880,11.15,38.17,209.52,UPPER WEST SIDE (59-79),1011450052
14881,11.44,34.6,184.79,UPPER WEST SIDE (96-116),1018690059
14905,10.09,19.41,158.73,UPPER WEST SIDE (79-96),1012460007
14907,8.15,36.51,194.06,UPPER WEST SIDE (79-96),1012500014
14910,10.21,31.72,175.16,UPPER WEST SIDE (59-79),1011840089
14914,14.9,34.74,193.53,UPPER WEST SIDE (79-96),1012170113
14919,5.79,11.44,36.21,UPPER WEST SIDE (96-116),1018520001
14941,19.01,58.63,295.25,UPPER EAST SIDE (59-79),1014260044
14949,11.95,43.4,205.3,MIDTOWN EAST,1013170030
14953,12.23,38.26,157.45,MURRAY HILL,1008660013
14956,12.37,36.84,194.66,UPPER EAST SIDE (59-79),1013980006
14961,8.84,45.54,288.66,MIDTOWN EAST,1013290026
14966,15.44,36.85,199.78,UPPER EAST SIDE (59-79),1014370029
14974,14.38,33.06,161.08,MURRAY HILL,1008910027
14987,11.77,42.47,163.18,MIDTOWN EAST,1013420016
14989,5.15,34.12,175.65,MIDTOWN EAST,1013500035
14990,9.16,36.96,202.61,KIPS BAY,1009430007
14992,9.17,31.77,234.02,MIDTOWN EAST,1013410032
14994,6.95,45.34,261.85,UPPER EAST SIDE (59-79),1014580004
14995,14.65,34.52,203.36,MIDTOWN EAST,1013660047
